GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,A baseball player preparing to slide into base.,The man is playing basketball.,4655825812.jpg#3r1c,A baseball player,preparing to slide,into base,The man,is playing,basketball
entailment,Two straight men share a hug.,two people touch one another.,26217061.jpg#4r1e,Two straight men,share,a hug,two people,touch,one another
entailment,A woman walking down the block.,The lady is outside.,2416193212.jpg#4r1e,A woman,walking,down the block,The lady,is,outside
entailment,It ends within the week.,It will end before next week. ,130403e,It,ends,within the week,It,will end,before next week
entailment,He would save his town.,It was his town that he would save.,123126e,He,would save,his town,It,was,his town
entailment,Person in black about to jog under a bridge.,A person is about to jog under a bridge and is wearing black.,4313255436.jpg#3r1e,Person in black,about to jog,under a bridge,A person,to jog,under a bridge
contradiction,Some girls are dressed in zombie makeup.,These are zombies.,4782294624.jpg#1r1c,Some girls,are dressed,in zombie makeup,These,are,zombies
entailment,The whole journey took thirty-six hours.,It took a day and a half.,95108e,The whole journey,took,thirty-six hours,It,took,a day
entailment,A street is barricaded by several police.,The police are blocking off a city street.,193657666.jpg#2r1e,A street,is barricaded,by several police,The police,are blocking off,a city street
contradiction,a determined girl is hitting a volleyball,The volleyball is secretly enjoying the hits.,2290330500.jpg#2r1c,a determined girl,is hitting,a volleyball,The volleyball,is secretly enjoying,the hits
entailment,Little kid jumping around house playing.,A child is playing inside.,367740415.jpg#3r1e,Little kid,jumping,around house playing,A child,is playing,inside
contradiction,Two people dressed in pink.,Two people not wearing clothes.,3226541300.jpg#3r1c,Two people,dressed,in pink,Two people,not wearing,clothes
contradiction,A man is fixing a banister.,The man is fixing a door knob.,493937377.jpg#4r1c,A man,is fixing,a banister,The man,is fixing,a door knob
contradiction,Several people are relaxing on a beach.,People are inside a house.,2114936514.jpg#3r1c,Several people,are relaxing,on a beach,People,are,inside a house
entailment,Someone wearing gloves is doing the dishes.,A person is in the kitchen.,6785193001.jpg#4r1e,Someone wearing gloves,is doing,the dishes,A person,is,in the kitchen
neutral,"Nice girl, said Tuppence.",Tuppence is talking to a girl.,5143n,Nice girl,said,Tuppence,Tuppence,is talking,to a girl
contradiction,We concluded that,No one concluded something,48940c,We,concluded,that,No one,concluded,something
neutral,Little boy eating a banana.,A boy is eating a banana peel.,3178587591.jpg#4r1n,Little boy,eating,a banana,A boy,is eating,a banana peel
neutral,A little girl is wearing USA flag cap.,A little girl taking a nap,2527525680.jpg#4r1c,A little girl,is wearing,USA flag cap,A little girl,taking,a nap
entailment,A dog runs through shallow water.,A dog runs through water.,3441531010.jpg#4r1e,A dog,runs,through shallow water,A dog,runs,through water
entailment,A man is singing into a microphone.,A man sings a song.,1733671069.jpg#4r4e,A man,is singing,into a microphone,A man,sings,a song
entailment,A soccer game is in progress.,A sports event is happening now.,269986132.jpg#4r1e,A soccer game,is,in progress,A sports event,is happening,now
contradiction,Man operating a Eyrovia machine.,A lady programs a computer.,1874520584.jpg#4r1c,Man,operating,a Eyrovia machine,A lady,programs,a computer
contradiction,Two men chatting in red armchairs.,Two men are sitting in blue chairs.,527049391.jpg#4r1c,Two men,chatting,in red armchairs,Two men,are sitting,in blue chairs
contradiction,People playing hockey.,People are playing soccer.,3354489242.jpg#4r1c,People,playing,hockey,People,are playing,soccer
neutral,The boys enjoys his pirate costume.,The blind boy enjoys his pirate costume.,1813777902.jpg#4r1n,The boys,enjoys,his pirate costume,The blind boy,enjoys,his pirate costume
neutral,Two hockey players compete on the ice.,They are wearing jerseys.,2976537455.jpg#4r1n,Two hockey players,compete,on the ice,They,are wearing,jerseys
contradiction,He could have been one of them.,They would not let him join them.,141387c,He,could have been,one of them,They,would not let,him join them
neutral,People are shopping for sugar cane.,They like to use sugar.,2335150014.jpg#4r1n,People,are shopping,for sugar cane,They,like,to use sugar
neutral,a football player catching the football.,The football player is playing a practice game.,2939464283.jpg#3r2n,a football player,catching,the football,The football player,is playing,a practice game
entailment,Two children dressed as pirates,The children are wearing clothes.,522063319.jpg#4r1e,Two children,dressed,as pirates,The children,are wearing,clothes
entailment,A man wearing a pharaohs hat.,A person is wearing a hat.,4713458862.jpg#4r1e,A man,wearing,a pharaohs hat,A person,is wearing,a hat
contradiction,A crossing guard wearing a hat.,The person is not wearing any clothing.,6338733.jpg#4r1c,A crossing guard,wearing,a hat,The person,is not wearing,any clothing
entailment,A young child is carrying a paddle.,A child holding a paddle.,4850734257.jpg#4r1e,A young child,is carrying,a paddle,A child,holding,a paddle
entailment,A young man playing the guitar,A man is strumming an instrument.,2344680432.jpg#4r1e,A young man,playing,the guitar,A man,is strumming,an instrument
entailment,These people are waiting for a performance.,There are people waiting for a performance.,208062991.jpg#4r1e,These people,are waiting,for a performance,people,waiting,for a performance
neutral,A man dives into a river.,The man is wearing swim trunks.,5903121771.jpg#4r1n,A man,dives,into a river,The man,is wearing,swim trunks
entailment,Two dogs splash through the water.,Two dogs are getting wet.,1130401779.jpg#3r5e,Two dogs,splash,through the water,Two dogs,are getting,wet
contradiction,A few people are skiing in the snow.,The people are riding a bob sled.,2737664903.jpg#4r1c,A few people,are skiing,in the snow,The people,are riding,a bob sled
neutral,man driving a race car competitively,The man is smart,7940321892.jpg#3r1n,man,driving competitively,a race car,The man,is,smart
neutral,The cup is shiny.,The cup is holding water.,vg_len66r5n,The cup,is,shiny,The cup,is holding,water
neutral,Two boys playing together at a playground.,Two boys are close friends.,83292701.jpg#3r1n,Two boys,playing together,at a playground,Two boys,are,close friends
contradiction,An old man looks at his beer.,The old man only drinks water.,189940458.jpg#4r1c,An old man,looks,at his beer,The old man,only drinks,water
entailment,A snarling dog approaches a hissing cat.,A dog and a cat are hissing and snarling at each other.,124972799.jpg#4r4e,A snarling dog,approaches,a hissing cat,a cat,are snarling,at each other
contradiction,Grayhound dog standing in still water.,A dog runs through the grass.,2215165918.jpg#2r1c,Grayhound dog,standing,in still water,A dog,runs,through the grass
entailment,The two people are lying in gray rocks.,Two people are lying in rocks.,3516825206.jpg#4r1e,The two people,are lying,in gray rocks,Two people,are lying,in rocks
contradiction,Earthquakes! Sather Karf whispered.,Sather Karf yelled out.,97833c,Earthquakes,whispered,Sather Karf,Sather Karf,yelled,out
contradiction,A woman walking with 4 kids.,The kids are running away.,4631136622.jpg#4r1c,A woman,walking,with 4 kids,The kids,are running,away
entailment,a boy wears a red coat.,The boy is wearing a coat.,408748500.jpg#4r1e,a boy,wears,a red coat,The boy,is wearing,a coat
neutral,Four runners pose for a picture.,Four men pose for a picture.,2417623030.jpg#3r1n,Four runners,pose,for a picture,Four men,pose,for a picture
contradiction,This dog is jumping through the water.,the dog flies a plane,2579460386.jpg#0r1c,This dog,is jumping,through the water,the dog,flies,a plane
neutral,Uniformed children playing soccer,Children are playing soccer competitively.,1771490732.jpg#3r2n,Uniformed children,playing,soccer,Children,are playing competitively,soccer
contradiction,A woman is feeding two babies.,a man is feeding two babies,218610963.jpg#3r1c,A woman,is feeding,two babies,a man,is feeding,two babies
entailment,A little girl watches a clown.,A girl watches a clown,3250981070.jpg#3r1e,A little girl,watches,a clown,A girl,watches,a clown
entailment,I have tried gently to suggest therapy.,I suggested therapy very gently. ,85631e,I,have tried gently,to suggest therapy,I,suggested very gently,therapy
neutral,Football players playing football.,Some children are getting healthy exercise.,2939464283.jpg#4r1n,Football players,playing,football,Some children,are getting,healthy exercise
entailment,This is simply an accounting identity.,That is an accounting identity.,54330e,This,is simply,an accounting identity,That,is,an accounting identity
entailment,A blond woman wearing a hat.,A lady enjoys the shade from her hat.,270864951.jpg#4r1e,A blond woman,wearing,a hat,A lady,enjoys,the shade
contradiction,His name is Thorn.,His name was Adam. ,50455c,His name,is,Thorn,His name,was,Adam
contradiction,A kid is holding a rubber mallet.,The child is holding a hot dog.,2804904604.jpg#4r5c,A kid,is holding,a rubber mallet,The child,is holding,a hot dog
contradiction,Children playing on the beach.,The children are inside the house.,106490881.jpg#4r3c,Children,playing,on the beach,The children,are,inside the house
entailment,Asian girl wearing headphones.,Girl wearing headphones,4554343250.jpg#4r1e,Asian girl,wearing,headphones,Girl,wearing,headphones
neutral,Three children pose for a picture.,Children are taking a selfie.,4514553168.jpg#4r1n,Three children,pose,for a picture,Children,are taking,a selfie
entailment,Two boys make faces.,two boys making faces,1079274291.jpg#4r1e,Two boys,make,faces,two boys,making,faces
neutral,A park ranger talking to a tourist.,The park ranger is from Minnesota.,1010470346.jpg#3r1n,A park ranger,talking,to a tourist,The park ranger,is,from Minnesota
contradiction,A brown dog runs near the water.,A dog is sleeping near water.,2115849046.jpg#4r1c,A brown dog,runs,near the water,A dog,is sleeping,near water
neutral,Jewish family drinking red wine.,A family is celebrating Hanukkah.,3433341061.jpg#4r1n,Jewish family,drinking,red wine,A family,is celebrating,Hanukkah
contradiction,A man casting a fishing pole.,The man is at work.,4707504613.jpg#4r2c,A man,casting,a fishing pole,The man,is,at work
neutral,The cheers got cheerier.,The crowd got louder.,107040n,The cheers,got,cheerier,The crowd,got,louder
contradiction,The water is very clear.,The water is filled with raw sewage.,vg_len67r1c,The water,is,very clear,The water,is filled,with raw sewage
contradiction,A mountain biker hops over an obstacle.,A person swims in a pool.,6231758027.jpg#4r2c,A mountain biker,hops,over an obstacle,A person,swims,in a pool
neutral,The man is working with scissors.,The man is cutting paper.,85707684.jpg#4r1n,The man,is working,with scissors,The man,is cutting,paper
neutral,An overweight man is playing soccer.,the man is on a diet,7309436654.jpg#4r1n,An overweight man,is playing,soccer,the man,is,on a diet
neutral,Two people are sitting at work stations.,The women are sitting at work stations.,3403360721.jpg#4r1n,Two people,are sitting,at work stations,The women,are sitting,at work stations
entailment,a man stands next to motorcycles,A man is near cycles.,4652450030.jpg#4r1e,a man,stands,next to motorcycles,A man,is,near cycles
neutral,He ran to the closet.,He was hiding in the closet. ,131246n,He,ran,to the closet,He,was hiding,in the closet
entailment,People relaxing in the park.,People are hanging out at the park.,1628398329.jpg#4r1e,People,relaxing,in the park,People,are hanging out,at the park
contradiction,A girl is sitting on a bus.,The girls is sitting on a forklift.,3580941967.jpg#3r1c,A girl,is sitting,on a bus,The girls,is sitting,on a forklift
