GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,A child is using the bathroom.,A man uses the bathroom.,2161799386.jpg#4r1c,A child,is using,the bathroom,A man,uses,the bathroom
entailment,An Asian girl has parked her bicycle.,She is not riding her bike.,4296835667.jpg#4r1e,An Asian girl,has parked,her bicycle,She,is not riding,her bike
entailment,A dog walks on the beach.,A dog is on the beach.,2491343114.jpg#3r1e,A dog,walks,on the beach,A dog,is,on the beach
contradiction,Two women walking down the street,Two men are standing outside.,1776981714.jpg#2r5c,Two women,walking,down the street,Two men,are standing,outside
contradiction,SIX VILLAGERS ARE DEAD.,Nine villagers are dead.,107099c,SIX VILLAGERS,ARE,DEAD,Nine villagers,are,dead
entailment,A man making cement risers.,a man makes cement risers,3936422227.jpg#4r2e,A man,making,cement risers,a man,makes,cement risers
contradiction,many people walk through the store.,People sit in the store,440190907.jpg#3r1c,many people,walk,through the store,People,sit,in the store
neutral,A hockey player guards the goal.,A player happily guards the goal.,3138504165.jpg#4r3n,A hockey player,guards,the goal,A player,happily guards,the goal
neutral,A man does yard work.,The man is cutting down a tree.,1980315248.jpg#4r1n,A man,does,yard work,The man,is cutting down,a tree
entailment,the other check went through,A check went through something.,3626e,the other check,went,through,A check,went,through something
neutral,Three teen girls sing from lyric sheets.,Girls are performing a show.,3823285027.jpg#2r1n,Three teen girls,sing,from lyric sheets,Girls,are performing,a show
contradiction,Network externalities are in.,Nothing foreign is in the network.,7210c,Network externalities,are,in,Nothing foreign,is,in the network
entailment,A black dog running through the snow.,The animal is outside.,3317333893.jpg#4r1e,A black dog,running,through the snow,The animal,is,outside
entailment,A young boy puts on his sneakers.,A young boy wears sneakers.,3456075050.jpg#4r1e,A young boy,puts,on his sneakers,A young boy,wears,sneakers
neutral,This woman is laying on concrete.,The woman is taking a nap.,2133199628.jpg#4r1n,This woman,is laying,on concrete,The woman,is taking,a nap
contradiction,A man leans against a table.,A man is laying on the ground,4410033566.jpg#4r3c,A man,leans,against a table,A man,is laying,on the ground
entailment,A dog digging in the sand.,The dog is making a hole.,3074617663.jpg#4r1e,A dog,digging,in the sand,The dog,is making,a hole
neutral,A little boy holding a baby reptile.,A little boy holding a baby.,179828434.jpg#4r1n,A little boy,holding,a baby reptile,A little boy,holding,a baby
entailment,Riot cops putting on gas masks.,A group of cops putting on gas masks.,4742814797.jpg#4r1e,Riot cops,putting,on gas masks,cops,putting,on gas masks
entailment,Two young men hanging out in their apartment.,A couple guys socialize in their home.,83755390.jpg#0r1e,Two young men,hanging out,in their apartment,A couple guys,socialize,in their home
contradiction,Woman hangs on tree limb.,A woman is swimming in the river.,347186933.jpg#4r1c,Woman,hangs,on tree limb,A woman,is swimming,in the river
entailment,Three Go Karts are racing down a track.,Some Go Karts are racing down a track.,7703564760.jpg#4r1e,Three Go Karts,are racing down,a track,Some Go Karts,are racing down,a track
entailment,Three people playing in the snow.,People are outdoors.,5338568818.jpg#4r1e,Three people,playing,in the snow,People,are,outdoors
neutral,Young boys plays sports together.,The boys are friends.,4107474314.jpg#4r1n,Young boys,plays together,sports,The boys,are,friends
contradiction,The incomprehension was mutual.,It was a mutual understanding. ,124992c,The incomprehension,was,mutual,It,was,a mutual understanding
neutral,A lady mopping the floor.,A lady has a white mop.,4143332417.jpg#4r1n,A lady,mopping,the floor,A lady,has,a white mop
contradiction,a couple is making dinner,A couple is at the circus.,6844253986.jpg#4r1c,a couple,is making,dinner,A couple,is,at the circus
entailment,"Nothing, he said.",He said it was nothing.,66941e,Nothing,said,he,it,was,nothing
contradiction,A man surfs in the water.,The man is walking in the forest.,2089340439.jpg#4r1c,A man,surfs,in the water,The man,is walking,in the forest
neutral,Two people sitting at a table.,The two people know each other.,427736337.jpg#4r1n,Two people,sitting,at a table,The two people,know,each other
contradiction,A latino man playing an instrument.,A person reads a book.,2537030709.jpg#4r1c,A latino man,playing,an instrument,A person,reads,a book
entailment,Two men climbing up a mountain.,The men are on a mountain.,45935254.jpg#1r1e,Two men,climbing,up a mountain,The men,are,on a mountain
neutral,A dog is jumping across an obstacle.,A dog is performing in a competition.,486712504.jpg#4r1n,A dog,is jumping,across an obstacle,A dog,is performing,in a competition
contradiction,A sheepdog barks at a cow.,A dog is chasing a cat.,2582390123.jpg#4r1c,A sheepdog,barks,at a cow,A dog,is chasing,a cat
neutral,Three little girls are lying down on white pillows.,Three girls are having a sleepover.,3068966816.jpg#3r1n,Three little girls,are lying down,on white pillows,Three girls,are having,a sleepover
contradiction,I feel nossing ...,I feel everything.,27959c,I,feel,nossing,I,feel,everything
contradiction,I like that name.,That is a horrible name.,108411c,I,like,that name,That,is,a horrible name
neutral,A married couple is cutting a cake.,A couple cutting a chocolate cake.,2644719500.jpg#4r1n,A married couple,is cutting,a cake,A couple,cutting,a chocolate cake
contradiction,A young child plows snow manually.,A child is building a snowman.,3082474922.jpg#4r1c,A young child,plows manually,snow,A child,is building,a snowman
neutral,Both mags downplay his thuggishness.,He is thuggish.,136630n,Both mags,downplay,his thuggishness,He,is,thuggish
contradiction,three gentlemen playing a board game.,Some people are fighting over cards.,7470837898.jpg#3r1c,three gentlemen,playing,a board game,Some people,are fighting,over cards
contradiction,An artist works with his tools.,A baseball player hits a home run.,3383055716.jpg#4r1c,An artist,works,with his tools,A baseball player,hits,a home run
entailment,A woman walking through the meadow.,The woman is outside.,257456026.jpg#3r1e,A woman,walking,through the meadow,The woman,is,outside
contradiction,Two girls playing at a playground.,two girls sleeping in beds,3454988449.jpg#4r1c,Two girls,playing,at a playground,two girls,sleeping,in beds
neutral,A dog hides in the bushes.,A dog is licking his fur.,3422394336.jpg#4r1n,A dog,hides,in the bushes,A dog,is licking,his fur
contradiction,Two men repairing a red bike.,A farmer rounds up his cows.,4697417481.jpg#4r1c,Two men,repairing,a red bike,A farmer,rounds up,his cows
contradiction,A brown dog jumps in the air.,The cat is laying down.,2303426046.jpg#3r1c,A brown dog,jumps,in the air,The cat,is laying,down
contradiction,Four women are browsing a photo album.,Four men are browsing a photo album.,4867994698.jpg#2r1c,Four women,are browsing,a photo album,Four men,are browsing,a photo album
contradiction,The film sold $28.,The film made $249,112187c,The film,sold,$28,The film,made,$249
neutral,A woman cutting a brown cake.,The woman is a good baker.,505222650.jpg#3r2n,A woman,cutting,a brown cake,The woman,is,a good baker
contradiction,Killer whales perform for a crowd.,The killer whales were sleeping in the pool.,3030294889.jpg#4r1c,Killer whales,perform,for a crowd,The killer whales,were sleeping,in the pool
entailment,a skateboarder grinds a rail.,A skateboarder rides a handrail.,3270047169.jpg#4r5e,a skateboarder,grinds,a rail,A skateboarder,rides,a handrail
entailment,A woman juggling oranges.,There is a woman performing a feat.,6943141160.jpg#3r1e,A woman,juggling,oranges,a woman,performing,a feat
entailment,A young couple has just gotten engaged.,A couple has just gotten engaged.,4756836245.jpg#4r1e,A young couple,has just gotten,engaged,A couple,has just gotten,engaged
contradiction,Three blond boys playing on metal contraption.,Three girls playing on a contraption,456324238.jpg#3r1c,Three blond boys,playing,on metal contraption,Three girls,playing,on a contraption
neutral,A naked woman covered in paint,A naked woman covered in red paint,2602085456.jpg#4r1n,A naked woman,covered,in paint,A naked woman,covered,in red paint
neutral,A little boy is holding a shovel.,A boy is digging a hole.,3031093209.jpg#3r1n,A little boy,is holding,a shovel,A boy,is digging,a hole
entailment,Two healthy horses play in a field.,Two horses are running in the field.,vg_len69r5e,Two healthy horses,play,in a field,Two horses,are running,in the field
entailment,A Scottish band playing in a park.,the band is outdoors,4371749436.jpg#4r1e,A Scottish band,playing,in a park,the band,is,outdoors
contradiction,Young boys are walking in galoshes.,Young boys walking across the universe.,182246705.jpg#4r4c,Young boys,are walking,in galoshes,Young boys,walking,across the universe
neutral,A young girl throwing a rock.,The girl is playing at the pond.,2851931813.jpg#4r1n,A young girl,throwing,a rock,The girl,is playing,at the pond
neutral,This question is too hard.,This science question is too hard.,13918n,This question,is,too hard,This science question,is,too hard
contradiction,Three young children play tug-of-war.,The kids are playing jumprope.,2915792034.jpg#3r1c,Three young children,play,tug-of-war,The kids,are playing,jumprope
entailment,It gets worse.,It isn't getting better.,126186e,It,gets,worse,It,is n't getting,better
entailment,Some young people are sitting together at a party.,Young people are at a party.,2616224337.jpg#4r1e,Some young people,are sitting together,at a party,Young people,are,at a party
entailment,a girl hangs on the bars.,The bars are strong enough to hold a person's weight.,537532165.jpg#4r1e,a girl,hangs,on the bars,The bars,to hold,a person's weight
neutral,A guy laying in the grass.,A guy is sleeping on the grass.,2481321058.jpg#4r1n,A guy,laying,in the grass,A guy,is sleeping,on the grass
neutral,Pitchers demonstrating their athleticism.,Pitchers throwing a ball,7820856922.jpg#4r1n,Pitchers,demonstrating,their athleticism,Pitchers,throwing,a ball
contradiction,A bicycle gets airborne.,A skateboard goes down the hill.,2956895529.jpg#4r1c,A bicycle,gets,airborne,A skateboard,goes,down the hill
entailment,A young child splashing in water.,A young child is happily playing in some water.,1118557877.jpg#3r5e,A young child,splashing,in water,A young child,is happily playing,in some water
entailment,A child enjoys splashing water.,A child splashes water.,4824819367.jpg#3r1e,A child,enjoys,splashing water,A child,splashes,water
contradiction,A father is kissing his newborn.,Father is riding a motorcycle.,4772601985.jpg#3r1c,A father,is kissing,his newborn,Father,is riding,a motorcycle
entailment,Several Asian people are on a train.,Asian people are riding a train.,465941693.jpg#3r4e,Several Asian people,are,on a train,Asian people,are riding,a train
contradiction,A jockey training his horse.,A jockey taking a break.,4425850083.jpg#3r1c,A jockey,training,his horse,A jockey,taking,a break
neutral,Local electric worker stringing up some wiring.,The person is fixing wiring,6258860982.jpg#3r1n,Local electric worker,stringing up,some wiring,The person,is fixing,wiring
entailment,Two dogs playing in a field.,Two dogs play in a field.,316577571.jpg#4r1e,Two dogs,playing,in a field,Two dogs,play,in a field
contradiction,Brown dog running on the beach.,Dog sitting on the beach,488416045.jpg#4r1c,Brown dog,running,on the beach,Dog,sitting,on the beach
entailment,A man holding a boys arms.,The man is touching the boy.,572206753.jpg#4r1e,A man,holding,a boys arms,The man,is touching,the boy
entailment,Such a sequence could be quite,It is put into a sequence.,6408e,Such a sequence,could be,quite,It,is put,into a sequence
entailment,Tourists mingle on a street.,People are on a street.,3827174510.jpg#4r1e,Tourists,mingle,on a street,People,are,on a street
neutral,A boy sitting in water.,A boy plays in some water.,1287475186.jpg#4r4n,A boy,sitting,in water,A boy,plays,in some water
contradiction,We were very agitated. ,We were calm.,58517c,We,were,very agitated,We,were,calm
neutral,Two people signing books.,The people are famous.,1414412467.jpg#4r5n,Two people,signing,books,The people,are,famous
